Intent,Question,Answer
has_heat,"Can I expect heating at Arrowood Apartment?","Yes"

has_fan,"Does Arrowood Apartment have a fan?","Yes"
has_fan,"Is there a fan available in Arrowood Apartment?","Yes"
has_fan,"Can I use a fan at Arrowood Apartment?","Yes"
has_fan,"Does Arrowood Apartment include a fan?","Yes"

has_washing_machine,"Does Arrowood Apartment have a washing machine?","Yes"
has_washing_machine,"Is there a washing machine in Arrowood Apartment?","Yes"
has_washing_machine,"Can I do laundry at Arrowood Apartment?","Yes"
has_washing_machine,"Does Arrowood Apartment provide a washer?","Yes"

has_tumble_dryer,"Does Arrowood Apartment have a tumble dryer?","Yes"
has_tumble_dryer,"Is there a dryer available in Arrowood Apartment?","Yes"
has_tumble_dryer,"Can I use a tumble dryer at Arrowood Apartment?","Yes"
has_tumble_dryer,"Does Arrowood Apartment include a dryer?","Yes"

has_dishwasher,"Does Arrowood Apartment have a dishwasher?","Yes"
has_dishwasher,"Is there a dishwasher in Arrowood Apartment?","Yes"
has_dishwasher,"Can I use a dishwasher at Arrowood Apartment?","Yes"
has_dishwasher,"Does Arrowood Apartment provide a dishwasher?","Yes"

has_iron,"Is there an iron available at Arrowood Apartment?","No"
has_iron,"Does Arrowood Apartment have an iron?","No"
has_iron,"Can I use an iron at Arrowood Apartment?","No"
has_iron,"Is an iron provided in Arrowood Apartment?","No"

has_tv,"Does Arrowood Apartment have a TV?","Yes"
has_tv,"Is there a television in Arrowood Apartment?","Yes"
has_tv,"Can I watch TV at Arrowood Apartment?","Yes"
has_tv,"Does Arrowood Apartment include a TV?","Yes"

allows_pets,"Are pets allowed at Arrowood Apartment?","No"
allows_pets,"Can I bring my pet to Arrowood Apartment?","No"
allows_pets,"Is pet-friendly accommodation available at Arrowood Apartment?","No"
allows_pets,"Does Arrowood Apartment allow animals?","No"

has_desk,"Is there a desk available at Arrowood Apartment?","No"
has_desk,"Does Arrowood Apartment provide a workspace?","No"
has_desk,"Can I work at Arrowood Apartment?","No"
has_desk,"Is a desk included in Arrowood Apartment?","No"

has_fireplace,"Does Arrowood Apartment have a fireplace?","No"
has_fireplace,"Is there a fireplace in Arrowood Apartment?","No"
has_fireplace,"Can I use the fireplace at Arrowood Apartment?","No"
has_fireplace,"Does Arrowood Apartment include a fireplace?","No"

has_bbq,"Does Arrowood Apartment have a BBQ?","Yes"
has_bbq,"Is there a barbecue available at Arrowood Apartment?","Yes"
has_bbq,"Can I use a BBQ at Arrowood Apartment?","Yes"
has_bbq,"Does Arrowood Apartment include a BBQ?","Yes"

has_microwave,"Is there a microwave in Arrowood Apartment?","Yes"
has_microwave,"Does Arrowood Apartment provide a microwave?","Yes"
has_microwave,"Can I use a microwave at Arrowood Apartment?","Yes"
has_microwave,"Does Arrowood Apartment include a microwave?","Yes"

has_hair_dryer,"Is there a hair dryer at Arrowood Apartment?","Yes"
has_hair_dryer,"Does Arrowood Apartment provide a hair dryer?","Yes"
has_hair_dryer,"Can I use a hair dryer at Arrowood Apartment?","Yes"
has_hair_dryer,"Does Arrowood Apartment include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided at Arrowood Apartment?","Yes"
has_coffee_tea,"Does Arrowood Apartment offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea at Arrowood Apartment?","Yes"
has_coffee_tea,"Is coffee and tea available in Arrowood Apartment?","Yes"

has_milk,"Is milk provided at Arrowood Apartment?","Yes"
has_milk,"Does Arrowood Apartment offer milk?","Yes"
has_milk,"Can I get milk at Arrowood Apartment?","Yes"
has_milk,"Is milk available in Arrowood Apartment?","Yes"

has_water,"Is water provided at Arrowood Apartment?","Yes"
has_water,"Does Arrowood Apartment offer bottled water?","Yes"
has_water,"Can I get water at Arrowood Apartment?","Yes"
has_water,"Is water available in Arrowood Apartment?","Yes"

has_biscuits,"Are biscuits available at Arrowood Apartment?","No"
has_biscuits,"Does Arrowood Apartment provide biscuits?","No"
has_biscuits,"Can I get biscuits at Arrowood Apartment?","No"
has_biscuits,"Are there biscuits in Arrowood Apartment?","No"

has_rusk,"Is rusk available at Arrowood Apartment?","No"
has_rusk,"Does Arrowood Apartment offer rusk?","No"
has_rusk,"Can I get rusk at Arrowood Apartment?","No"
has_rusk,"Is rusk provided in Arrowood Apartment?","No"

has_charcoal_wood,"Are charcoal or wood available at Arrowood Apartment?","No"
has_charcoal_wood,"Does Arrowood Apartment provide charcoal or wood?","No"
has_charcoal_wood,"Can I use charcoal or wood at Arrowood Apartment?","No"
has_charcoal_wood,"Is charcoal or wood available in Arrowood Apartment?","No"

has_body_wash,"Is body wash provided at Arrowood Apartment?","No"
has_body_wash,"Does Arrowood Apartment offer body wash?","No"
has_body_wash,"Can I get body wash at Arrowood Apartment?","No"
has_body_wash,"Is body wash available in Arrowood Apartment?","No"

checkin_method,"What is the check-in method for Arrowood Apartment?","In-person check-in"
checkin_method,"How do I check in to Arrowood Apartment?","With an in-person check-in"
checkin_method,"What is the check-in procedure for Arrowood Apartment?","In-person assistance"
checkin_method,"How is the check-in handled at Arrowood Apartment?","Someone will meet you in person"

price_high,"What is the high season price for Arrowood Apartment from December 1 to January 15?","R2 800"
price_high,"How much does Arrowood Apartment cost during high season (Dec 1 - Jan 15)?","R2 800"
price_high,"What is the rate for Arrowood Apartment in high season?","R2 800"
price_high,"Can you tell me the high season pricing for Arrowood Apartment?","R2 800"

price_mid,"What is the mid season price for Arrowood Apartment from January 16 to May 15 and October 16 to November 30?","R1 600"
price_mid,"How much does Arrowood Apartment cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R1 600"
price_mid,"What is the rate for Arrowood Apartment in mid season?","R1 600"
price_mid,"Can you tell me the mid season pricing for Arrowood Apartment?","R1 600"

price_low,"What is the low season price for Arrowood Apartment from May 16 to October 15?","R1 400"
price_low,"How much does Arrowood Apartment cost during low season (May 16 - Oct 15)?","R1 400"
price_low,"What is the rate for Arrowood Apartment in low season?","R1 400"
price_low,"Can you tell me the low season pricing for Arrowood Apartment?","R1 400"

min_stay,"What is the minimum stay required at Arrowood Apartment?","2 nights"
min_stay,"How many nights must I stay at Arrowood Apartment?","2 nights"
min_stay,"Is there a minimum stay at Arrowood Apartment?","2 nights"
min_stay,"What is the shortest stay allowed at Arrowood Apartment?","2 nights"

max_stay,"What is the maximum stay allowed at Arrowood Apartment?","30 nights"
max_stay,"How long can I stay at Arrowood Apartment?","30 nights"
max_stay,"Is there a maximum stay duration for Arrowood Apartment?","30 nights"
max_stay,"What is the longest stay permitted at Arrowood Apartment?","30 nights"

get_name,"What is the name of the property?","Toplis Vista"
get_name,"What's the property called?","Toplis Vista"
get_name,"Can you tell me the name of the house?","Toplis Vista"
get_name,"How is the property named?","Toplis Vista"

get_address,"What is the address of Toplis Vista?","8 Toplis"
get_address,"Where is Toplis Vista located?","8 Toplis"
get_address,"Can you provide the address for Toplis Vista?","8 Toplis"
get_address,"Where can I find Toplis Vista?","8 Toplis"

get_place,"Where is Toplis Vista located?","8 Toplis"
get_place,"In which area is Toplis Vista situated?","8 Toplis"
get_place,"Toplis Vista is in which place?","8 Toplis"
get_place,"Which locality is Toplis Vista in?","8 Toplis"

get_type,"What type of property is Toplis Vista?","House"
get_type,"Is Toplis Vista a house or an apartment?","House"
get_type,"What kind of accommodation is Toplis Vista?","House"
get_type,"Can you specify the type of Toplis Vista?","House"

get_pax,"How many people can Toplis Vista accommodate?","12"
get_pax,"What is the maximum occupancy of Toplis Vista?","12"
get_pax,"How many guests can stay at Toplis Vista?","12"
get_pax,"What is the guest capacity for Toplis Vista?","12"

get_bedrooms,"How many bedrooms does Toplis Vista have?","6"
get_bedrooms,"What is the number of bedrooms in Toplis Vista?","6"
get_bedrooms,"Does Toplis Vista have multiple bedrooms?","6"
get_bedrooms,"How many bedrooms are there in Toplis Vista?","6"

get_bathrooms,"How many bathrooms does Toplis Vista have?","5"
get_bathrooms,"What is the number of bathrooms in Toplis Vista?","5"
get_bathrooms,"Does Toplis Vista have multiple bathrooms?","5"
get_bathrooms,"How many baths are available in Toplis Vista?","5"

get_bed_sizes,"What are the bed sizes in Toplis Vista?","1: 1 King XL, 2: 2 Singles, 3: 2 Singles"
get_bed_sizes,"Can you tell me the bed sizes at Toplis Vista?","1: 1 King XL, 2: 2 Singles, 3: 2 Singles"
get_bed_sizes,"What type of beds are in Toplis Vista?","1: 1 King XL, 2: 2 Singles, 3: 2 Singles"
get_bed_sizes,"How big are the beds in Toplis Vista?","1: 1 King XL, 2: 2 Singles, 3: 2 Singles"

get_size,"What is the size of Toplis Vista?","400m²"
get_size,"How large is Toplis Vista?","400m²"
get_size,"Can you provide the area of Toplis Vista?","400m²"
get_size,"What is the total square meters of Toplis Vista?","400m²"

has_ac,"Does Toplis Vista have air conditioning?","No"
has_ac,"Is there AC available in Toplis Vista?","No"
has_ac,"Does Toplis Vista come with air conditioning?","No"
has_ac,"Can I use air conditioning at Toplis Vista?","No"

has_heat,"Does Toplis Vista have heating?","Yes"
has_heat,"Is there heating in Toplis Vista?","Yes"
has_heat,"Does Toplis Vista provide heating?","Yes"
has_heat,"Can I expect heating at Toplis Vista?","Yes"

has_fan,"Does Toplis Vista have a fan?","Yes"
has_fan,"Is there a fan available in Toplis Vista?","Yes"
has_fan,"Can I use a fan at Toplis Vista?","Yes"
has_fan,"Does Toplis Vista include a fan?","Yes"

has_washing_machine,"Does Toplis Vista have a washing machine?","Yes"
has_washing_machine,"Is there a washing machine in Toplis Vista?","Yes"
has_washing_machine,"Can I do laundry at Toplis Vista?","Yes"
has_washing_machine,"Does Toplis Vista provide a washer?","Yes"

has_tumble_dryer,"Does Toplis Vista have a tumble dryer?","Yes"
has_tumble_dryer,"Is there a dryer available in Toplis Vista?","Yes"
has_tumble_dryer,"Can I use a tumble dryer at Toplis Vista?","Yes"
has_tumble_dryer,"Does Toplis Vista include a dryer?","Yes"

has_dishwasher,"Does Toplis Vista have a dishwasher?","Yes"
has_dishwasher,"Is there a dishwasher in Toplis Vista?","Yes"
has_dishwasher,"Can I use a dishwasher at Toplis Vista?","Yes"
has_dishwasher,"Does Toplis Vista provide a dishwasher?","Yes"

has_iron,"Is there an iron available at Toplis Vista?","No"
has_iron,"Does Toplis Vista have an iron?","No"
has_iron,"Can I use an iron at Toplis Vista?","No"
has_iron,"Is an iron provided in Toplis Vista?","No"

has_tv,"Does Toplis Vista have a TV?","Yes"
has_tv,"Is there a television in Toplis Vista?","Yes"
has_tv,"Can I watch TV at Toplis Vista?","Yes"
has_tv,"Does Toplis Vista include a TV?","Yes"

allows_pets,"Are pets allowed at Toplis Vista?","No"
allows_pets,"Can I bring my pet to Toplis Vista?","No"
allows_pets,"Is pet-friendly accommodation available at Toplis Vista?","No"
allows_pets,"Does Toplis Vista allow animals?","No"

has_desk,"Is there a desk available at Toplis Vista?","No"
has_desk,"Does Toplis Vista provide a workspace?","No"
has_desk,"Can I work at Toplis Vista?","No"
has_desk,"Is a desk included in Toplis Vista?","No"

has_fireplace,"Does Toplis Vista have a fireplace?","No"
has_fireplace,"Is there a fireplace in Toplis Vista?","No"
has_fireplace,"Can I use the fireplace at Toplis Vista?","No"
has_fireplace,"Does Toplis Vista include a fireplace?","No"

has_bbq,"Does Toplis Vista have a BBQ?","Yes"
has_bbq,"Is there a barbecue available at Toplis Vista?","Yes"
has_bbq,"Can I use a BBQ at Toplis Vista?","Yes"
has_bbq,"Does Toplis Vista include a BBQ?","Yes"

has_microwave,"Is there a microwave in Toplis Vista?","Yes"
has_microwave,"Does Toplis Vista provide a microwave?","Yes"
has_microwave,"Can I use a microwave at Toplis Vista?","Yes"
has_microwave,"Does Toplis Vista include a microwave?","Yes"

has_hair_dryer,"Is there a hair dryer at Toplis Vista?","Yes"
has_hair_dryer,"Does Toplis Vista provide a hair dryer?","Yes"
has_hair_dryer,"Can I use a hair dryer at Toplis Vista?","Yes"
has_hair_dryer,"Does Toplis Vista include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided at Toplis Vista?","Yes"
has_coffee_tea,"Does Toplis Vista offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea at Toplis Vista?","Yes"
has_coffee_tea,"Is coffee and tea available in Toplis Vista?","Yes"

has_milk,"Is milk provided at Toplis Vista?","No"
has_milk,"Does Toplis Vista offer milk?","No"
has_milk,"Can I get milk at Toplis Vista?","No"
has_milk,"Is milk available in Toplis Vista?","No"

has_water,"Is water provided at Toplis Vista?","Yes"
has_water,"Does Toplis Vista offer bottled water?","Yes"
has_water,"Can I get water at Toplis Vista?","Yes"
has_water,"Is water available in Toplis Vista?","Yes"

has_biscuits,"Are biscuits available at Toplis Vista?","No"
has_biscuits,"Does Toplis Vista provide biscuits?","No"
has_biscuits,"Can I get biscuits at Toplis Vista?","No"
has_biscuits,"Are there biscuits in Toplis Vista?","No"

has_rusk,"Is rusk available at Toplis Vista?","No"
has_rusk,"Does Toplis Vista offer rusk?","No"
has_rusk,"Can I get rusk at Toplis Vista?","No"
has_rusk,"Is rusk provided in Toplis Vista?","No"

has_charcoal_wood,"Are charcoal or wood available at Toplis Vista?","No"
has_charcoal_wood,"Does Toplis Vista provide charcoal or wood?","No"
has_charcoal_wood,"Can I use charcoal or wood at Toplis Vista?","No"
has_charcoal_wood,"Is charcoal or wood available in Toplis Vista?","No"

has_body_wash,"Is body wash provided at Toplis Vista?","No"
has_body_wash,"Does Toplis Vista offer body wash?","No"
has_body_wash,"Can I get body wash at Toplis Vista?","No"
has_body_wash,"Is body wash available in Toplis Vista?","No"

checkin_method,"What is the check-in method for Toplis Vista?","In-person check-in"
checkin_method,"How do I check in to Toplis Vista?","With an in-person check-in"
checkin_method,"What is the check-in procedure for Toplis Vista?","In-person assistance"
checkin_method,"How is the check-in handled at Toplis Vista?","Someone will meet you in person"

price_high,"What is the high season price for Toplis Vista from December 1 to January 15?","R8 900"
price_high,"How much does Toplis Vista cost during high season (Dec 1 - Jan 15)?","R8 900"
price_high,"What is the rate for Toplis Vista in high season?","R8 900"
price_high,"Can you tell me the high season pricing for Toplis Vista?","R8 900"

price_mid,"What is the mid season price for Toplis Vista from January 16 to May 15 and October 16 to November 30?","R4 000"
price_mid,"How much does Toplis Vista cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R4 000"
price_mid,"What is the rate for Toplis Vista in mid season?","R4 000"
price_mid,"Can you tell me the mid season pricing for Toplis Vista?","R4 000"

price_low,"What is the low season price for Toplis Vista from May 16 to October 15?","R3 250"
price_low,"How much does Toplis Vista cost during low season (May 16 - Oct 15)?","R3 250"
price_low,"What is the rate for Toplis Vista in low season?","R3 250"
price_low,"Can you tell me the low season pricing for Toplis Vista?","R3 250"

min_stay,"What is the minimum stay required at Toplis Vista?","3 nights"
min_stay,"How many nights must I stay at Toplis Vista?","3 nights"
min_stay,"Is there a minimum stay at Toplis Vista?","3 nights"
min_stay,"What is the shortest stay allowed at Toplis Vista?","3 nights"

max_stay,"What is the maximum stay allowed at Toplis Vista?","30 nights"
max_stay,"How long can I stay at Toplis Vista?","30 nights"
max_stay,"Is there a maximum stay duration for Toplis Vista?","30 nights"
max_stay,"What is the longest stay permitted at Toplis Vista?","30 nights"

get_name,"What is the name of the property?","Keurbooms River Apartment"
get_name,"What's the property called?","Keurbooms River Apartment"
get_name,"Can you tell me the name of the apartment?","Keurbooms River Apartment"
get_name,"How is the property named?","Keurbooms River Apartment"

get_address,"What is the address of Keurbooms River Apartment?","Keurbooms River Road"
get_address,"Where is Keurbooms River Apartment located?","Keurbooms River Road"
get_address,"Can you provide the address for Keurbooms River Apartment?","Keurbooms River Road"
get_address,"Where can I find Keurbooms River Apartment?","Keurbooms River Road"

get_place,"Where is Keurbooms River Apartment located?","40 Keurboom River Lodge"
get_place,"In which area is Keurbooms River Apartment situated?","40 Keurboom River Lodge"
get_place,"Keurbooms River Apartment is in which place?","40 Keurboom River Lodge"
get_place,"Which locality is Keurbooms River Apartment in?","40 Keurboom River Lodge"

get_type,"What type of property is Keurbooms River Apartment?","Apartment"
get_type,"Is Keurbooms River Apartment a house or an apartment?","Apartment"
get_type,"What kind of accommodation is Keurbooms River Apartment?","Apartment"
get_type,"Can you specify the type of Keurbooms River Apartment?","Apartment"

get_pax,"How many people can Keurbooms River Apartment accommodate?","6"
get_pax,"What is the maximum occupancy of Keurbooms River Apartment?","6"
get_pax,"How many guests can stay at Keurbooms River Apartment?","6"
get_pax,"What is the guest capacity for Keurbooms River Apartment?","6"

get_bedrooms,"How many bedrooms does Keurbooms River Apartment have?","3"
get_bedrooms,"What is the number of bedrooms in Keurbooms River Apartment?","3"
get_bedrooms,"Does Keurbooms River Apartment have multiple bedrooms?","3"
get_bedrooms,"How many bedrooms are there in Keurbooms River Apartment?","3"

get_bathrooms,"How many bathrooms does Keurbooms River Apartment have?","3"
get_bathrooms,"What is the number of bathrooms in Keurbooms River Apartment?","3"
get_bathrooms,"Does Keurbooms River Apartment have multiple bathrooms?","3"
get_bathrooms,"How many baths are available in Keurbooms River Apartment?","3"

get_bed_sizes,"What are the bed sizes in Keurbooms River Apartment?","1: One Double, 2: One Double, 3: One Double"
get_bed_sizes,"Can you tell me the bed sizes at Keurbooms River Apartment?","1: One Double, 2: One Double, 3: One Double"
get_bed_sizes,"What type of beds are in Keurbooms River Apartment?","1: One Double, 2: One Double, 3: One Double"
get_bed_sizes,"How big are the beds in Keurbooms River Apartment?","1: One Double, 2: One Double, 3: One Double"

get_size,"What is the size of Keurbooms River Apartment?","100m²"
get_size,"How large is Keurbooms River Apartment?","100m²"
get_size,"Can you provide the area of Keurbooms River Apartment?","100m²"
get_size,"What is the total square meters of Keurbooms River Apartment?","100m²"

has_ac,"Does Keurbooms River Apartment have air conditioning?","No"
has_ac,"Is there AC available in Keurbooms River Apartment?","No"
has_ac,"Does Keurbooms River Apartment come with air conditioning?","No"
has_ac,"Can I use air conditioning at Keurbooms River Apartment?","No"

has_heat,"Does Keurbooms River Apartment have heating?","Yes"
has_heat,"Is there heating in Keurbooms River Apartment?","Yes"
has_heat,"Does Keurbooms River Apartment provide heating?","Yes"
has_heat,"Can I expect heating at Keurbooms River Apartment?","Yes"

has_fan,"Does Keurbooms River Apartment have a fan?","No"
has_fan,"Is there a fan available in Keurbooms River Apartment?","No"
has_fan,"Can I use a fan at Keurbooms River Apartment?","No"
has_fan,"Does Keurbooms River Apartment include a fan?","No"

has_washing_machine,"Does Keurbooms River Apartment have a washing machine?","Yes"
has_washing_machine,"Is there a washing machine in Keurbooms River Apartment?","Yes"
has_washing_machine,"Can I do laundry at Keurbooms River Apartment?","Yes"
has_washing_machine,"Does Keurbooms River Apartment provide a washer?","Yes"

has_tumble_dryer,"Does Keurbooms River Apartment have a tumble dryer?","Yes"
has_tumble_dryer,"Is there a dryer available in Keurbooms River Apartment?","Yes"
has_tumble_dryer,"Can I use a tumble dryer at Keurbooms River Apartment?","Yes"
has_tumble_dryer,"Does Keurbooms River Apartment include a dryer?","Yes"

has_dishwasher,"Does Keurbooms River Apartment have a dishwasher?","Yes"
has_dishwasher,"Is there a dishwasher in Keurbooms River Apartment?","Yes"
has_dishwasher,"Can I use a dishwasher at Keurbooms River Apartment?","Yes"
has_dishwasher,"Does Keurbooms River Apartment provide a dishwasher?","Yes"

has_iron,"Is there an iron available at Keurbooms River Apartment?","Yes"
has_iron,"Does Keurbooms River Apartment have an iron?","Yes"
has_iron,"Can I use an iron at Keurbooms River Apartment?","Yes"
has_iron,"Is an iron provided in Keurbooms River Apartment?","Yes"

has_tv,"Does Keurbooms River Apartment have a TV?","Yes"
has_tv,"Is there a television in Keurbooms River Apartment?","Yes"
has_tv,"Can I watch TV at Keurbooms River Apartment?","Yes"
has_tv,"Does Keurbooms River Apartment include a TV?","Yes"

allows_pets,"Are pets allowed at Keurbooms River Apartment?","No"
allows_pets,"Can I bring my pet to Keurbooms River Apartment?","No"
allows_pets,"Is pet-friendly accommodation available at Keurbooms River Apartment?","No"
allows_pets,"Does Keurbooms River Apartment allow animals?","No"

has_desk,"Is there a desk available at Keurbooms River Apartment?","No"
has_desk,"Does Keurbooms River Apartment provide a workspace?","No"
has_desk,"Can I work at Keurbooms River Apartment?","No"
has_desk,"Is a desk included in Keurbooms River Apartment?","No"

has_fireplace,"Does Keurbooms River Apartment have a fireplace?","No"
has_fireplace,"Is there a fireplace in Keurbooms River Apartment?","No"
has_fireplace,"Can I use the fireplace at Keurbooms River Apartment?","No"
has_fireplace,"Does Keurbooms River Apartment include a fireplace?","No"

has_fire_extinguisher,"Is there a fire extinguisher at Keurbooms River Apartment?","Yes"
has_fire_extinguisher,"Does Keurbooms River Apartment provide a fire extinguisher?","Yes"
has_fire_extinguisher,"Can I find a fire extinguisher in Keurbooms River Apartment?","Yes"
has_fire_extinguisher,"Is a fire extinguisher available at Keurbooms River Apartment?","Yes"

has_first_aid,"Is there a first aid kit available at Keurbooms River Apartment?","No"
has_first_aid,"Does Keurbooms River Apartment provide a first aid kit?","No"
has_first_aid,"Can I access a first aid kit in Keurbooms River Apartment?","No"
has_first_aid,"Is a first aid kit included in Keurbooms River Apartment?","No"

has_bbq,"Does Keurbooms River Apartment have a BBQ?","Yes"
has_bbq,"Is there a barbecue available at Keurbooms River Apartment?","Yes"
has_bbq,"Can I use a BBQ at Keurbooms River Apartment?","Yes"
has_bbq,"Does Keurbooms River Apartment include a BBQ?","Yes"

has_microwave,"Is there a microwave in Keurbooms River Apartment?","Yes"
has_microwave,"Does Keurbooms River Apartment provide a microwave?","Yes"
has_microwave,"Can I use a microwave at Keurbooms River Apartment?","Yes"
has_microwave,"Does Keurbooms River Apartment include a microwave?","Yes"

has_hair_dryer,"Is there a hair dryer at Keurbooms River Apartment?","Yes"
has_hair_dryer,"Does Keurbooms River Apartment provide a hair dryer?","Yes"
has_hair_dryer,"Can I use a hair dryer at Keurbooms River Apartment?","Yes"
has_hair_dryer,"Does Keurbooms River Apartment include a hair dryer?","Yes"

has_coffee_tea,"Are coffee and tea provided at Keurbooms River Apartment?","Yes"
has_coffee_tea,"Does Keurbooms River Apartment offer coffee and tea?","Yes"
has_coffee_tea,"Can I get coffee and tea at Keurbooms River Apartment?","Yes"
has_coffee_tea,"Is coffee and tea available in Keurbooms River Apartment?","Yes"

has_milk,"Is milk provided at Keurbooms River Apartment?","Yes"
has_milk,"Does Keurbooms River Apartment offer milk?","Yes"
has_milk,"Can I get milk at Keurbooms River Apartment?","Yes"
has_milk,"Is milk available in Keurbooms River Apartment?","Yes"

has_water,"Is water provided at Keurbooms River Apartment?","No"
has_water,"Does Keurbooms River Apartment offer bottled water?","No"
has_water,"Can I get water at Keurbooms River Apartment?","No"
has_water,"Is water available in Keurbooms River Apartment?","No"

has_biscuits,"Are biscuits available at Keurbooms River Apartment?","No"
has_biscuits,"Does Keurbooms River Apartment provide biscuits?","No"
has_biscuits,"Can I get biscuits at Keurbooms River Apartment?","No"
has_biscuits,"Are there biscuits in Keurbooms River Apartment?","No"

has_rusk,"Is rusk available at Keurbooms River Apartment?","No"
has_rusk,"Does Keurbooms River Apartment offer rusk?","No"
has_rusk,"Can I get rusk at Keurbooms River Apartment?","No"
has_rusk,"Is rusk provided in Keurbooms River Apartment?","No"

has_charcoal_wood,"Are charcoal or wood available at Keurbooms River Apartment?","No"
has_charcoal_wood,"Does Keurbooms River Apartment provide charcoal or wood?","No"
has_charcoal_wood,"Can I use charcoal or wood at Keurbooms River Apartment?","No"
has_charcoal_wood,"Is charcoal or wood available in Keurbooms River Apartment?","No"

has_body_wash,"Is body wash provided at Keurbooms River Apartment?","Yes"
has_body_wash,"Does Keurbooms River Apartment offer body wash?","Yes"
has_body_wash,"Can I get body wash at Keurbooms River Apartment?","Yes"
has_body_wash,"Is body wash available in Keurbooms River Apartment?","Yes"

checkin_method,"What is the check-in method for Keurbooms River Apartment?","Via lockbox"
checkin_method,"How do I check in to Keurbooms River Apartment?","Using a lockbox"
checkin_method,"What is the check-in procedure for Keurbooms River Apartment?","Lockbox access"
checkin_method,"How is the check-in handled at Keurbooms River Apartment?","Through the lockbox"

price_high,"What is the high season price for Keurbooms River Apartment from December 1 to January 15?","R3 000"
price_high,"How much does Keurbooms River Apartment cost during high season (Dec 1 - Jan 15)?","R3 000"
price_high,"What is the rate for Keurbooms River Apartment in high season?","R3 000"
price_high,"Can you tell me the high season pricing for Keurbooms River Apartment?","R3 000"

price_mid,"What is the mid season price for Keurbooms River Apartment from January 16 to May 15 and October 16 to November 30?","R2 000"
price_mid,"How much does Keurbooms River Apartment cost during mid season (Jan 16 - May 15 & Oct 16 - Nov 30)?","R2 000"
price_mid,"What is the rate for Keurbooms River Apartment in mid season?","R2 000"
price_mid,"Can you tell me the mid season pricing for Keurbooms River Apartment?","R2 000"

price_low,"What is the low season price for Keurbooms River Apartment from May 16 to October 15?","R1 500"
price_low,"How much does Keurbooms River Apartment cost during low season (May 16 - Oct 15)?","R1 500"
price_low,"What is the rate for Keurbooms River Apartment in low season?","R1 500"
price_low,"Can you tell me the low season pricing for Keurbooms River Apartment?","R1 500"

min_stay,"What is the minimum stay required at Keurbooms River Apartment?","2 nights"
min_stay,"How many nights must I stay at Keurbooms River Apartment?","2 nights"
min_stay,"Is there a minimum stay at Keurbooms River Apartment?","2 nights"
min_stay,"What is the shortest stay allowed at Keurbooms River Apartment?","2 nights"

max_stay,"What is the maximum stay allowed at Keurbooms River Apartment?","30 nights"
max_stay,"How long can I stay at Keurbooms River Apartment?","30 nights"
max_stay,"Is there a maximum stay duration for Keurbooms River Apartment?","30 nights"
max_stay,"What is the longest stay permitted at Keurbooms River Apartment?","30 nights"

get_name,"What is the name of the property?","Ichibi Luxury Lodge"
get_name,"What's the property called?","Ichibi Luxury Lodge"
get_name,"Can you tell me the name of the lodge?","Ichibi Luxury Lodge"
get_name,"How is the property named?","Ichibi Luxury Lodge"

get_address,"What is the address of Ichibi Luxury Lodge?","Roodefontein"
get_address,"Where is Ichibi Luxury Lodge located?","Roodefontein"
get_address,"Can you provide the address for Ichibi Luxury Lodge?","Roodefontein"
get_address,"Where can I find Ichibi Luxury Lodge?","Roodefontein"

get_place,"Where is Ichibi Luxury Lodge located?","F7 Robberg Road, Zolewa"
get_place,"In which area is Ichibi Luxury Lodge situated?","F7 Robberg Road, Zolewa"
get_place,"Ichibi Luxury Lodge is in which place?","F7 Robberg Road, Zolewa"
get_place,"Which locality is Ichibi Luxury Lodge in?","F7 Robberg Road, Zolewa"

get_type,"What type of property is Ichibi Luxury Lodge?","House"
get_type,"Is Ichibi Luxury Lodge a house or an apartment?","House"
get_type,"What kind of accommodation is Ichibi Luxury Lodge?","House"
get_type,"Can you specify the type of Ichibi Luxury Lodge?","House"

get_pax,"How many people can Ichibi Luxury Lodge accommodate?","10"
get_pax,"What is the maximum occupancy of Ichibi Luxury Lodge?","10"
get_pax,"How many guests can stay at Ichibi Luxury Lodge?","10"
get_pax,"What is the guest capacity for Ichibi Luxury Lodge?","10"

get_bedrooms,"How many bedrooms does Ichibi Luxury Lodge have?","5"
get_bedrooms,"What is the number of bedrooms in Ichibi Luxury Lodge?","5"
get_bedrooms,"Does Ichibi Luxury Lodge have multiple bedrooms?","5"
get_bedrooms,"How many bedrooms are there in Ichibi Luxury Lodge?","5"

get_bathrooms,"How many bathrooms does Ichibi Luxury Lodge have?","5.5"
get_bathrooms,"What is the number of bathrooms in Ichibi Luxury Lodge?","5.5"
get_bathrooms,"Does Ichibi Luxury Lodge have multiple bathrooms?","5.5"
get_bathrooms,"How many baths are available in Ichibi Luxury Lodge?","5.5"

